,Cycle,EventType,InitiationDT,SEP Reference Time,InitiationEvent,Case,Flare Xray Start Time Deprecated,Flare Xray Peak Time Deprecated,Flare Xray End Time Deprecated,Flare Class Deprecated,Flare Magnitude Deprecated,Flare Integrated Flux Deprecated,Flare Duration Deprecated,Flare Xray Time To Peak Deprecated,Flare Xray Start Time,Flare Xray Peak Time,Flare Xray End Time,Flare Class,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Xray Time To Peak,Flare Catalog ID,Flare Opt,Active Region,AR Area,AR Spot Class,AR Mag Class,AR Carrington,Event Location From Center,Event Latitude,Event Longitude,Event Location Source,Event Location from Center 2,Event Latitude 2,Event Longitude 2,Event Location Source 2,Radio Rbr245Max,Radio Rbr2695Max,Radio Rbr8800,Radio TyIII_Imp,Radio m_TyII Start Time,Radio m_TyII End Time,Radio TyII Imp,Radio TyII Speed,Radio m_TyII Start Frequency,Radio m_TyII End Frequency,Radio Station,Radio DH Start Time,Radio DH End Time,Radio DH Start Frequency,Radio DH End Frequency,Radio DH Note,Radio TyIV Start Time,Radio TyIV End Time,Radio TyIV Imp,Radio TyIV Duration,CDAW CME First Look Time,CDAW CME Speed,CDAW CME Width,CDAW CME Mean Position Angle,DONKI CME Start Time,DONKI CME Speed,DONKI CME Half Width,DONKI CME Lat,DONKI CME Lon,DONKI CME Time at 21.5,DONKI CME Feature,DONKI CME Measurement Technique,DONKI CME Catalog ID,CME Transit Time,Proton Max Energy,P10_FluxStart,P10_StartDT,P10_OnsetMax_DT,P10_OnsetMax,ESP_CME,P10_PeakDT,P10_PeakVal,P10_EndDT,P10_TimeToOnset(h),P10_TimeToOnsetPeak(h),P10_TimeToPeak(h),P10_Dur(h),EventTermination,P50_FluxStart,P50_StartDT,P50_OnsetPeakDT,P50_Onset MaxVal,P50_PeakDT,P50_PeakVal,P50_EndDT,P50_TranTime(h),P50_PeakRise(h),P50_Dur(h),P100_FluxStart,P100_StartDT,Onset_P100_PkDT,Onset_P100_PkVal,Event_P100_PkDT,Event_P100_PkVal,P100_EndDT,P100_TranTime(h),P100_PeakRise(h),P100_Dur(h),GLE Event Number,ESP Flare Xray Start Time Deprecated,ESP Flare Xray Peak Time Deprecated,ESP Flare Xray End Time Deprecated,ESP Flare Class Deprecated,ESP Flare Opt,ESP Flare Integrated Flux Deprecated,ESP Flare Duration Deprecated,ESP Flare Xray Time to Peak Deprecated,ESP Active Region,ESP AR Area,ESP AR Spot Class,ESP AR Mag Class,ESP AR Carrington,ESP Event Location From Center,ESP Event Latitude,ESP Event Longitude,ESP Event Location Source,ESP Radio m_TyII Start Time,ESP Radio m_TyII End Time,ESP Radio Station,ESP Radio TyII Imp,ESP Radio TyII Speed,ESP CDAW CME First Look Time,ESP CDAW CME LASCO Speed,ESP DONKI CME Speed,ESP CME Transit Time,ACE CME passage,ACE Bz,Sudden Imp Time,Sudden Imp Amplitude,DST,GOES Xray Satellite,GOES Protons Satellite,PRF,Comments
325,22.0,SPE,1992-05-08 15:45:00,1992-05-08 20:45:00,FL-PK,AR/ESP,1992-05-08 15:12:00,1992-05-08 15:45:00,1992-05-08 16:10:00,M7.4,7.41e-05,0.177,58.0,33.0,1992-05-08 15:12:00,1992-05-08 15:45:00,1992-05-08 16:10:00,X1.0,0.00010585714285714286,0.25285714285714284,58.0,33.0,,4B,7154,320.0,Dai,B,152.0,27.1,-26.0,-8.0,PRF,,,,,16000.0,3100.0,1800.0,2.0,1992-05-08 15:28:00,1992-05-08 15:38:00,3.0,,,,WEIS,,,,,,1992-05-08 15:19:00,1992-05-08 17:29:00,3.0,130.0,,,,,,,,,,,,,,,,1992-05-08 20:45:00,1992-05-09 09:40:00,1992-05-09 19:50:00,353.0,RELAT,1992-05-09 21:00:00,4650.0,1992-05-11 08:45:00,17.92,10.17,11.33,47.08,,1992-05-08 20:45:00,1992-05-09 09:40:00,1992-05-09 19:50:00,2.54,1992-05-09 20:35:00,6.3,1992-05-10 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RELAT,,,,,,,,,,,,1992-05-09 19:55:00,31.0,,7.0,7.0,871,
326,22.0,ESPE,1992-06-25 20:13:00,1992-06-25 20:20:00,FL-PK,AR,1992-06-25 19:51:00,1992-06-25 20:13:00,1992-06-25 20:57:00,X3.9,0.00039,0.897,66.0,22.0,1992-06-25 19:51:00,1992-06-25 20:13:00,1992-06-25 20:57:00,X5.5,0.0005571428571428572,1.2814285714285716,66.0,22.0,,1F,7205,1230.0,Dkc,BD,313.0,67.3,9.0,67.0,PRF,,,,,1500.0,4000.0,20000.0,1.0,,,,,,,PALE,,,,,,1992-06-25 19:57:00,1992-06-25 21:21:00,2.0,84.0,,,,,,,,,,,,,,,,1992-06-25 20:20:00,1992-06-25 20:45:00,1992-06-26 06:15:00,389.0,,1992-06-26 06:15:00,389.0,1992-06-28 08:35:00,0.53,9.5,9.5,59.83,,1992-06-25 20:20:00,1992-06-25 20:25:00,1992-06-25 21:00:00,34.5,1992-06-25 21:00:00,34.5,1992-06-26 10:20:00,0.2,0.58,13.92,1992-06-25 20:20:00,1992-06-25 20:30:00,1992-06-25 21:00:00,13.7,1992-06-25 21:00:00,14.0,1992-06-26 10:20:00,,,,GLE 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,878,Weak GLE reported (PRF)
327,22.0,SPE,1992-06-28 05:14:00,1992-06-28 11:15:00,FL-PK,Farside,1992-06-28 04:45:00,1992-06-28 05:14:00,1992-06-28 15:03:00,X1.8,0.000185,0.742,618.0,29.0,1992-06-28 04:45:00,1992-06-28 05:14:00,1992-06-28 15:03:00,X2.6,0.0002642857142857143,1.06,618.0,29.0,,SF,7205,,,,313.0,,11.0,103.0,PRF,,,,,610.0,1200.0,3100.0,1.0,1992-06-28 04:55:00,1992-06-28 04:58:00,3.0,,,,WEIS,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-28 11:15:00,1992-06-28 11:25:00,1992-06-29 02:45:00,25.8,,1992-06-29 02:45:00,25.8,1992-06-29 16:05:00,6.18,15.33,15.33,28.67,,,,1992-06-28 16:20:00,0.7,1992-06-28 16:20:00,0.7,,,,,,,1992-06-28 12:30:00,0.2,1992-06-28 12:30:00,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-27 20:38:00,37.0,,7.0,7.0,878,
328,22.0,SPE,1992-08-03 07:06:00,1992-08-06 03:30:00,FL-PK,AR,1992-08-03 06:25:00,1992-08-03 07:06:00,1992-08-03 07:20:00,M4.8,4.84e-05,0.054,55.0,41.0,1992-08-03 06:25:00,1992-08-03 07:06:00,1992-08-03 07:20:00,M6.9,6.914285714285715e-05,0.07714285714285715,55.0,41.0,,1N,7248,370.0,Eso,B,27.0,68.3,-9.0,-68.0,PRF,,,,,,34.0,50.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-08-06 03:30:00,1992-08-06 11:45:00,1992-08-06 12:10:00,14.2,,1992-08-06 12:10:00,14.2,1992-08-06 20:35:00,76.65,0.42,0.42,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,884,Inconclusive-Maybe Far sided.  Virturally no radio emissions make this unusual  plus long time delay.  Plus there are 2 or 3 onsets and nothing to correlate to those.This is the SWPC solution
329,22.0,SPE,1992-08-06 03:30:00,1992-08-06 03:30:00,Protons,Farside,,,,,,,,,,,,,,,,,,,,,,,,,,,UNK,,,,,,34.0,50.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-08-06 03:30:00,1992-08-06 11:45:00,1992-08-06 12:10:00,14.2,,1992-08-06 12:10:00,14.2,1992-08-06 20:35:00,8.25,0.42,0.42,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,884,Inconclusive-Maybe Far sided.  Virturally no radio emissions make this unusual  plus long time delay.  Plus ther are 2 or 3 onsets and nothing to correlate to those.SPWC source is  03/0706 M4.8 AR 7248 S09E68.
330,22.0,ESPE,1992-10-30 18:15:00,1992-10-30 18:35:00,FL-PK,AR,1992-10-30 16:59:00,1992-10-30 18:15:00,1992-10-30 19:16:00,X1.7,0.000175,0.877,137.0,76.0,1992-10-30 16:59:00,1992-10-30 18:15:00,1992-10-30 19:16:00,X2.5,0.00025,1.252857142857143,137.0,76.0,,2B,7321,1500.0,Ekc,BGD,71.0,63.3,-22.0,61.0,PRF,,,,,2300.0,7700.0,8200.0,1.0,,,,,,,PALE,,,,,,1992-10-30 17:32:00,1992-10-30 18:07:00,1.0,35.0,,,,,,,,,,,,,,,,1992-10-30 18:35:00,1992-10-30 19:20:00,1992-10-31 07:10:00,2680.0,,1992-10-31 07:10:00,2680.0,1992-11-02 03:15:00,1.08,11.83,11.83,55.92,NE,1992-10-30 18:45:00,1992-10-30 19:10:00,1992-10-31 06:50:00,175.0,1992-10-31 06:50:00,175.0,1992-11-01 22:35:00,0.92,11.67,51.42,1992-10-30 19:10:00,1992-10-30 20:15:00,1992-10-31 02:35:00,11.5,1992-10-31 02:35:00,12.0,1992-10-31 15:30:00,2.0,6.33,19.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,896,
331,22.0,ESPE,1992-11-02 03:07:00,1992-11-02 03:20:00,FL-PK,Farside,1992-11-02 02:31:00,1992-11-02 03:07:00,1992-11-02 03:28:00,X9.0,0.000904,1.43,57.0,36.0,1992-11-02 02:31:00,1992-11-02 03:07:00,1992-11-02 03:28:00,X12.,0.0012914285714285714,2.0428571428571427,57.0,36.0,,,7321,,,,71.0,,-25.0,95.0,EST,,,,,690.0,5000.0,17000.0,3.0,1992-11-02 02:53:00,1992-11-02 03:02:00,3.0,,,,LEAR,,,,,,1992-11-02 03:02:00,1992-11-02 10:18:00,3.0,436.0,,,,,,,,,,,,,,,,1992-11-02 03:20:00,1992-11-02 03:20:00,1992-11-02 09:10:00,1060.0,,1992-11-02 09:10:00,1060.0,1992-11-06 01:20:00,0.22,5.83,5.83,94.0,,1992-11-02 03:20:00,1992-11-02 03:20:00,1992-11-02 05:50:00,297.0,1992-11-02 05:50:00,297.0,1992-11-04 16:50:00,0.22,2.5,61.5,1992-11-02 03:20:00,1992-11-02 03:55:00,1992-11-02 05:40:00,118.0,1992-11-02 05:40:00,118.0,1992-11-03 11:45:00,0.8,1.75,31.83,GLE 54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,897,
332,22.0,SPE,1993-03-04 12:39:00,1993-03-04 12:50:00,FL-PK,AR/FE,1993-03-04 12:17:00,1993-03-04 12:39:00,1993-03-04 13:57:00,C8.1,8.18e-06,0.025,100.0,22.0,1993-03-04 12:17:00,1993-03-04 12:39:00,1993-03-04 13:57:00,M1.1,1.1685714285714287e-05,0.03571428571428572,100.0,22.0,,2N,7434,80.0,Hsx,A,219.0,57.1,14.0,56.0,PRF,,,,,30.0,50.0,71.0,3.0,1993-03-04 12:13:00,1993-03-04 13:11:00,3.0,,,,POTS,,,,,,1993-03-04 12:13:00,1993-03-04 13:11:00,3.0,58.0,,,,,,,,,,,,,,,,1993-03-04 12:50:00,1993-03-04 14:55:00,1993-03-04 16:15:00,17.1,,1993-03-04 16:15:00,17.1,1993-03-04 20:00:00,2.27,1.33,1.33,5.08,,1993-03-04 12:50:00,1993-03-04 13:25:00,1993-03-04 13:50:00,2.3,1993-03-04 13:50:00,2.3,1993-03-04 18:40:00,0.77,0.42,5.25,,,1993-03-04 13:45:00,0.7,1993-03-04 13:45:00,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,914,Probable FENot on SWPC list: Did not have 3 consectutive >10 pfu readings
333,22.0,SPE,1993-03-06 20:48:00,1993-03-06 21:45:00,FL-PK,AR,1993-03-06 20:17:00,1993-03-06 20:48:00,1993-03-06 21:14:00,M7.8,7.78e-05,0.169,57.0,31.0,1993-03-06 20:17:00,1993-03-06 20:48:00,1993-03-06 21:14:00,X1.1,0.00011114285714285714,0.24142857142857146,57.0,31.0,,3B,7440,830.0,Dkc,BGD,103.0,29.3,-4.0,-29.0,PRF,,,,,500.0,370.0,1600.0,1.0,1993-03-06 20:26:00,1993-03-06 20:54:00,2.0,,,,SGMR,,,,,,1993-03-06 20:55:00,1993-03-06 22:17:00,1.0,82.0,,,,,,,,,,,,,,,,1993-03-06 21:45:00,1993-03-07 04:45:00,1993-03-07 07:10:00,10.8,,1993-03-07 07:10:00,10.8,1993-03-07 08:10:00,7.95,2.42,2.42,3.42,,,,1993-03-07 09:55:00,0.681,1993-03-07 09:55:00,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,914,
334,22.0,ESPE,1993-03-12 18:15:00,1993-03-12 18:40:00,FL-PK,AR,1993-03-12 16:07:00,1993-03-12 18:15:00,1993-03-12 18:47:00,M7.0,7.03e-05,0.196,160.0,128.0,1993-03-12 16:07:00,1993-03-12 18:15:00,1993-03-12 18:47:00,X1.0,0.00010042857142857143,0.28,160.0,128.0,,3B,7440,800.0,Fki,BGD,103.0,51.0,0.0,51.0,PRF,,,,,550.0,1200.0,480.0,1.0,1993-03-12 17:52:00,1993-03-12 17:55:00,2.0,,,,SGMR,,,,,,1993-03-12 17:55:00,1993-03-12 19:27:00,2.0,92.0,,,,,,,,,,,,,,,,1993-03-12 18:40:00,1993-03-12 20:10:00,1993-03-13 01:55:00,44.0,,1993-03-13 01:55:00,44.0,1993-03-13 12:45:00,1.92,5.75,5.75,16.58,,1993-03-12 18:40:00,1993-03-12 18:50:00,1993-03-12 20:30:00,5.48,1993-03-12 20:30:00,5.5,1993-03-13 05:25:00,0.58,1.67,10.58,1993-03-12 18:40:00,1993-03-12 19:00:00,1993-03-12 19:45:00,2.0,1993-03-12 19:45:00,2.0,1993-03-12 21:50:00,0.75,0.75,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,915,
335,22.0,SPE,1994-02-20 01:41:00,1994-02-20 02:05:00,FL-PK,AR/ESP,1994-02-20 01:00:00,1994-02-20 01:41:00,1994-02-20 02:16:00,M4.0,4.03e-05,0.11,76.0,41.0,1994-02-20 01:00:00,1994-02-20 01:41:00,1994-02-20 02:16:00,M5.7,5.757142857142857e-05,0.15714285714285717,76.0,41.0,,3B,7671,340.0,Cko,B,188.0,9.2,9.0,2.0,PRF?,,,,,2400.0,190.0,70.0,1.0,1994-02-20 01:08:00,1994-02-20 01:17:00,3.0,1400.0,,,PALE,,,,,,1994-02-20 01:16:00,1994-02-20 05:54:00,3.0,278.0,,,,,,,,,,,,,,,,1994-02-20 02:05:00,1994-02-20 03:05:00,1994-02-20 09:15:00,74.0,RELAT,1994-02-21 09:00:00,10200.0,1994-02-22 00:55:00,1.4,6.17,29.92,45.83,,1994-02-20 02:10:00,1994-02-20 02:20:00,1994-02-20 09:15:00,7.76,1994-02-20 09:15:00,7.8,1994-02-20 09:20:00,0.65,6.92,7.0,,,1994-02-20 02:45:00,0.4,1994-02-20 02:45:00,0.415,,,,,,,,,,,,,,,,,,,,,,RELAT,,,,,,,,,,,,1994-02-21 09:01:00,,,7.0,7.0,964,PRF lost. Xray Start/End/Int Flux estimated
336,22.0,SPE,1994-10-19 21:27:00,1994-10-19 21:55:00,FL-PK,AR,1994-10-19 20:47:00,1994-10-19 21:27:00,1994-10-19 22:01:00,M3.2,3.2e-05,0.091,74.0,40.0,1994-10-19 20:47:00,1994-10-19 21:27:00,1994-10-19 22:01:00,M4.5,4.5714285714285716e-05,0.13,74.0,40.0,,1F,7790,210.0,Fai,B,255.0,26.7,12.0,24.0,PRF,,,,,46.0,93.0,27.0,2.0,1994-10-19 20:57:00,1994-10-19 21:05:00,3.0,750.0,,,CULG,,,,,,1994-10-19 21:07:00,1994-10-19 23:00:00,2.0,113.0,,,,,,,,,,,,,,,,1994-10-19 21:55:00,1994-10-20 00:30:00,1994-10-20 03:40:00,35.0,,1994-10-20 03:40:00,35.0,1994-10-20 12:00:00,3.05,3.17,3.17,11.5,,1994-10-19 22:05:00,1994-10-20 00:50:00,1994-10-20 00:55:00,1.56,1994-10-20 00:55:00,1.6,1994-10-20 03:30:00,3.38,0.08,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-10-22 12:13:00,,,7.0,7.0,999,
337,22.0,SPE,1995-10-20 06:07:00,1995-10-20 07:15:00,FL-PK,AR,1995-10-20 05:10:00,1995-10-20 06:07:00,1995-10-20 06:45:00,M1.6,1.6e-05,0.036,95.0,57.0,1995-10-20 05:19:00,1995-10-20 06:07:00,1995-10-20 06:44:00,M2.2,2.285714253957849e-05,0.05194011703133583,85.0,48.0,199510200519,SF,7912,200.0,Cso,B,144.0,55.5,-9.0,55.0,PRF,,,,,450.0,750.0,460.0,2.0,1995-10-20 05:58:00,1995-10-20 06:08:00,3.0,1250.0,,,CULG,,,,,,1995-10-20 05:54:00,1995-10-20 07:07:00,3.0,73.0,,,,,,,,,,,,,,,,1995-10-20 07:15:00,1995-10-20 08:25:00,1995-10-20 12:10:00,62.7,,1995-10-20 12:10:00,62.7,1995-10-20 23:50:00,2.3,3.75,3.75,15.42,,1995-10-20 07:15:00,1995-10-20 09:05:00,1995-10-20 10:15:00,1.1,1995-10-20 10:15:00,1.1,1995-10-20 10:45:00,2.97,1.17,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1051,
338,,,,1986-02-03 20:40:00,,,,,,,2e-05,,,,,,,M2.8,2.8571428571428574e-05,,,,,,,,,,,,-9.0,-27.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
339,,,,1986-02-04 07:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,-21.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
340,,,,1986-02-06 06:22:00,,,,,,,0.0002,,,,,,,X2.8,0.00028571428571428574,,,,,,,,,,,,-7.0,2.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
341,,,,1986-02-07 10:24:00,,,,,,,5e-05,,,,,,,M7.1,7.142857142857143e-05,,,,,,,,,,,,-11.0,21.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
342,,,,1986-02-10 20:55:00,,,,,,,1e-05,,,,,,,M1.4,1.4285714285714287e-05,,,,,,,,,,,,-1.0,32.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
343,,,,1986-02-14 09:22:00,,,,,,,6e-05,,,,,,,M8.5,8.571428571428573e-05,,,,,,,,,,,,0.0,78.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
344,,,,1986-03-06 17:02:00,,,,,,,5e-06,,,,,,,C7.1,7.1428571428571436e-06,,,,,,,,,,,,2.0,-1.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
345,,,,1986-05-04 09:30:00,,,,,,,1e-05,,,,,,,M1.4,1.4285714285714287e-05,,,,,,,,,,,,6.0,90.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
346,,,,1987-05-29 20:00:00,,,,,,,1e-06,,,,,,,C1.4,1.4285714285714286e-06,,,,,,,,,,,,30.0,97.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
347,,,,1987-07-24 10:52:00,,,,,,,3e-05,,,,,,,M4.2,4.285714285714286e-05,,,,,,,,,,,,-28.0,36.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
348,,,,1987-08-01 18:19:00,,,,,,,9e-06,,,,,,,M1.2,1.2857142857142859e-05,,,,,,,,,,,,-22.0,72.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
349,,,,1987-08-29 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
350,,,,1987-08-31 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
351,,,,1987-10-16 09:59:00,,,,,,,2e-05,,,,,,,M2.8,2.8571428571428574e-05,,,,,,,,,,,,21.0,11.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
352,,,,1987-11-05 09:42:00,,,,,,,7e-06,,,,,,,M1.0,1e-05,,,,,,,,,,,,-21.0,-35.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
353,,,,1987-11-05 23:39:00,,,,,,,2e-05,,,,,,,M2.8,2.8571428571428574e-05,,,,,,,,,,,,30.0,77.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
354,,,,1988-06-15 04:39:00,,,,,,,3e-06,,,,,,,C4.2,4.285714285714286e-06,,,,,,,,,,,,-24.0,54.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
355,,,,1988-06-29 07:37:00,,,,,,,7e-05,,,,,,,M9.9,9.999999999999999e-05,,,,,,,,,,,,-19.0,-24.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
356,,,,1988-06-30 09:05:00,,,,,,,9e-05,,,,,,,X1.2,0.00012857142857142858,,,,,,,,,,,,-16.0,-23.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
357,,,,1988-07-21 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
358,,,,1988-07-23 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
359,,,,1988-08-23 18:31:00,,,,,,,2e-05,,,,,,,M2.8,2.8571428571428574e-05,,,,,,,,,,,,24.0,-88.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
360,,,,1988-08-29 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
361,,,,1988-10-03 15:10:00,,,,,,,0.0003,,,,,,,X4.2,0.00042857142857142855,,,,,,,,,,,,-27.0,17.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
362,,,,1988-10-05 06:20:00,,,,,,,3e-05,,,,,,,M4.2,4.285714285714286e-05,,,,,,,,,,,,-30.0,32.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
363,,,,1988-10-12 05:02:00,,,,,,,0.0003,,,,,,,X4.2,0.00042857142857142855,,,,,,,,,,,,-21.0,68.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
364,,,,1988-11-08 12:32:00,,,,,,,3e-06,,,,,,,C4.2,4.285714285714286e-06,,,,,,,,,,,,17.0,7.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
365,,,,1988-11-14 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
